"index","customer_id","customer_state","highest_education","employment_status","gender","income","residence_type","marital_status","sales_channel","coverage","policy","vehicle_class","vehicle_size","monthly_premium","months_policy_active","months_since_last_claim","current_claim_amount","total_claims","total_claims_amount","customer_lifetime_value"
"3449","OH99089","California","Master","Employed","Female","30228","Rural","Married","Branch","Basic","Personal","Four-Door Car","Midsize","73","53","28","1500","3","3678","191"
"3450","OI29521","Oregon","Associate","Employed","Female","33432","Rural","Single","Agent","Extended","Corporate","Two-Door Car","Midsize","90","56","28","1140","2","2112","2928"
"3451","OI39918","California","Bachelor","Medical Leave","Male","16208","Suburban","Married","Call Center","Extended","Personal","Two-Door Car","Large","93","38","22","1674","2","2254","1280"
"3452","OI44122","California","Bachelor","Employed","Male","45600","Suburban","Married","Agent","Basic","Personal","SUV","Midsize","113","39","6","2277","4","4659","-252"
"3453","OI48267","California","Associate","Employed","Male","20396","Suburban","Married","Branch","Extended","Personal","Four-Door Car","Midsize","76","40","15","2219","2","3282","-242"
"3454","OI68331","California","Doctoral","Employed","Female","21576","Suburban","Married","Web","Basic","Personal","Four-Door Car","Midsize","65","46","27","1327","2","2208","782"
"3455","OI74902","California","Associate","Retired","Female","15630","Suburban","Divorced","Web","Basic","Personal","SUV","Midsize","115","20","8","1223","2","1751","549"
"3456","OI77877","Oregon","High School","Employed","Male","31134","Suburban","Married","Call Center","Extended","Personal","Four-Door Car","Midsize","96","47","24","1988","2","2598","1914"
"3457","OI80614","California","High School","Employed","Male","56980","Suburban","Married","Agent","Extended","Personal","Two-Door Car","Midsize","84","63","33","2299","2","3097","2195"
"3458","OI83286","Oregon","Associate","Employed","Female","56872","Urban","Married","Agent","Basic","Personal","Two-Door Car","Midsize","69","46","20","1651","2","2457","717"
"3459","OI92280","Oregon","Associate","Disabled","Female","12180","Suburban","Single","Agent","Basic","Corporate","SUV","Midsize","113","46","17","1248","3","2086","3112"
"3460","OI98135","Washington","High School","Employed","Male","25927","Suburban","Single","Web","Basic","Personal","SUV","Midsize","103","41","6","1891","2","2751","1472"
"3461","OJ33945","Oregon","High School","Employed","Female","97768","Rural","Divorced","Agent","Basic","Personal","Two-Door Car","Midsize","72","52","22","1304","4","2699","1045"
"3462","OJ37666","California","Bachelor","Employed","Female","47285","Suburban","Married","Call Center","Basic","Personal","Four-Door Car","Midsize","63","21","7","1549","3","3231","-1908"
"3463","OJ38536","California","Doctoral","Employed","Female","62010","Suburban","Married","Agent","Basic","Personal","SUV","Midsize","112","27","2","1376","2","2239","785"
"3464","OJ43280","California","Bachelor","Employed","Male","33137","Suburban","Single","Web","Basic","Personal","Two-Door Car","Midsize","74","28","16","1883","2","2764","-692"
"3465","OJ50322","Nevada","High School","Employed","Male","39032","Suburban","Married","Call Center","Premium","Personal","SUV","Midsize","198","64","31","1992","2","2846","9826"
"3466","OJ58066","Nevada","High School","Employed","Male","24726","Rural","Divorced","Call Center","Extended","Personal","Four-Door Car","Midsize","92","41","18","2082","2","3015","757"
"3467","OJ60800","Oregon","Bachelor","Employed","Male","75988","Urban","Divorced","Agent","Basic","Personal","Four-Door Car","Midsize","67","16","0","1860","1","1860","-788"
"3468","OJ63606","Arizona","High School","Medical Leave","Female","27510","Suburban","Married","Call Center","Premium","Corporate","SUV","Small","159","40","5","1205","2","2067","4293"
"3469","OJ64812","Washington","Bachelor","Employed","Male","26432","Suburban","Single","Branch","Extended","Personal","Four-Door Car","Midsize","88","35","19","1938","2","2506","574"
"3470","OJ65117","Oregon","Bachelor","Employed","Female","77095","Suburban","Divorced","Agent","Basic","Personal","Four-Door Car","Small","68","45","22","1028","3","2876","184"
"3471","OJ65428","Nevada","Associate","Disabled","Male","27906","Suburban","Divorced","Call Center","Premium","Personal","Four-Door Car","Midsize","102","17","5","1737","2","2508","-774"
"3472","OJ77448","Arizona","Bachelor","Employed","Female","85185","Rural","Married","Agent","Basic","Corporate","SUV","Small","107","38","26","1403","2","2617","1449"
"3473","OJ84485","California","High School","Medical Leave","Male","12607","Suburban","Married","Call Center","Basic","Personal","SUV","Midsize","110","33","13","1285","3","2805","825"
"3474","OJ94107","Arizona","Master","Employed","Male","50335","Urban","Married","Call Center","Premium","Personal","SUV","Midsize","140","45","9","1848","2","2710","3590"
"3475","OK31456","California","Bachelor","Employed","Female","51643","Suburban","Single","Agent","Premium","Corporate","Luxury Car","Midsize","283","51","16","1174","2","2029","12404"
"3476","OK50159","Arizona","Bachelor","Employed","Female","31071","Rural","Single","Call Center","Basic","Personal","Sports Car","Small","111","19","0","1264","1","1264","845"
"3477","OK56965","California","Bachelor","Employed","Female","31264","Urban","Divorced","Branch","Basic","Personal","Luxury SUV","Midsize","198","37","9","1530","4","4788","2538"
"3478","OK86731","Oregon","Associate","Employed","Male","44230","Suburban","Married","Web","Basic","Personal","Sports Car","Midsize","114","32","2","1689","2","2407","1241"
"3479","OK96130","California","High School","Employed","Male","37331","Suburban","Married","Agent","Extended","Personal","SUV","Midsize","134","48","26","2497","2","3129","3303"
"3480","OL27257","Nevada","Associate","Medical Leave","Female","20394","Urban","Married","Branch","Premium","Personal","Two-Door Car","Midsize","115","59","28","1523","2","2311","4474"
"3481","OL28568","California","Bachelor","Employed","Male","69772","Suburban","Single","Branch","Premium","Personal","Four-Door Car","Midsize","112","31","17","1485","2","2306","1166"
"3482","OL28902","California","Associate","Disabled","Male","26303","Suburban","Divorced","Agent","Premium","Personal","SUV","Small","165","42","16","1481","2","2403","4527"
"3483","OL55220","California","Bachelor","Employed","Female","48345","Urban","Single","Web","Basic","Personal","Four-Door Car","Large","67","32","7","1378","3","2746","-602"
"3484","OL61964","California","Bachelor","Employed","Male","74627","Urban","Married","Agent","Basic","Corporate","Four-Door Car","Midsize","65","39","21","1506","3","3214","-679"
"3485","OL72737","Oregon","High School","Employed","Female","21235","Urban","Married","Agent","Extended","Personal","Two-Door Car","Midsize","79","39","18","1713","2","2393","688"
"3486","OL82456","Oregon","Bachelor","Disabled","Male","18375","Suburban","Married","Branch","Basic","Personal","Sports Car","Large","103","21","8","1559","2","2108","55"
"3487","OL97871","Oregon","Bachelor","Employed","Female","48992","Urban","Married","Agent","Extended","Personal","Four-Door Car","Midsize","94","63","30","1918","2","2707","3215"
"3488","OM13505","Washington","Bachelor","Employed","Male","81741","Urban","Single","Agent","Basic","Corporate","Four-Door Car","Midsize","64","44","10","2100","2","2654","162"
"3489","OM37610","Nevada","High School","Employed","Female","26312","Suburban","Married","Web","Premium","Personal","Four-Door Car","Midsize","110","44","29","1117","2","2362","2478"
"3490","OM37845","California","Master","Employed","Male","56005","Suburban","Married","Branch","Basic","Personal","Four-Door Car","Small","68","44","31","1716","3","3696","-704"
"3491","OM50417","Arizona","Bachelor","Employed","Female","48471","Rural","Married","Call Center","Extended","Personal","Four-Door Car","Midsize","83","27","5","1104","2","1975","266"
"3492","OM55336","Nevada","Associate","Employed","Male","60920","Urban","Single","Agent","Basic","Personal","Two-Door Car","Midsize","64","39","10","1480","2","1896","600"
"3493","OM63414","Arizona","Bachelor","Employed","Female","62258","Rural","Single","Agent","Basic","Personal","Two-Door Car","Large","65","30","14","1297","3","3295","-1345"
"3494","OM63954","California","Bachelor","Employed","Female","55837","Suburban","Single","Agent","Premium","Personal","Two-Door Car","Midsize","117","49","16","1303","3","2975","2758"
"3495","OM69210","Arizona","Bachelor","Employed","Male","81531","Urban","Married","Web","Extended","Personal","SUV","Small","135","41","23","1584","3","3450","2085"
"3496","OM73267","California","High School","Employed","Female","69545","Suburban","Married","Call Center","Basic","Corporate","Four-Door Car","Midsize","65","47","17","1305","4","3546","-491"
"3497","OM82309","California","Bachelor","Employed","Male","61321","Rural","Single","Branch","Basic","Personal","Luxury Car","Small","186","36","0","2417","1","2417","4279"
"3498","OM85313","California","Master","Employed","Male","63499","Urban","Married","Agent","Basic","Personal","Four-Door Car","Midsize","73","51","21","2005","2","2615","1108"
"3499","OM92482","Arizona","Bachelor","Disabled","Male","11698","Suburban","Married","Branch","Basic","Personal","Four-Door Car","Large","65","17","4","1691","2","2575","-1470"
"3500","OM99303","Arizona","High School","Employed","Female","76310","Suburban","Married","Branch","Basic","Personal","Two-Door Car","Midsize","67","20","1","1174","3","3442","-2102"
"3501","ON30714","California","Associate","Employed","Male","74809","Urban","Married","Branch","Basic","Personal","Two-Door Car","Small","61","40","7","1755","3","3835","-1395"
"3502","ON34922","Oregon","High School","Employed","Male","61894","Urban","Married","Branch","Basic","Personal","Four-Door Car","Small","67","48","22","1874","2","2641","575"
"3503","ON59472","Arizona","High School","Medical Leave","Male","21921","Suburban","Married","Branch","Extended","Corporate","Luxury SUV","Large","206","33","14","1522","2","2289","4509"
"3504","ON63161","Oregon","High School","Disabled","Female","18017","Suburban","Divorced","Call Center","Premium","Personal","Four-Door Car","Midsize","114","43","23","1181","2","2261","2641"
"3505","ON68006","California","Bachelor","Employed","Female","26129","Suburban","Divorced","Agent","Basic","Personal","Four-Door Car","Midsize","70","21","4","1291","3","3571","-2101"
"3506","ON72594","California","Master","Employed","Female","58881","Urban","Married","Branch","Extended","Personal","Four-Door Car","Midsize","97","23","8","1582","3","3220","-989"
"3507","ON73702","Arizona","Bachelor","Employed","Female","33897","Urban","Married","Agent","Basic","Corporate","SUV","Small","114","30","15","1652","3","2732","688"
"3508","ON74557","California","Bachelor","Employed","Male","74915","Urban","Married","Branch","Extended","Personal","SUV","Midsize","122","39","13","1792","3","3498","1260"
"3509","ON77649","Oregon","Associate","Employed","Female","35895","Urban","Married","Agent","Basic","Personal","Four-Door Car","Midsize","73","26","11","1955","2","2473","-575"
"3510","ON77827","Arizona","Master","Medical Leave","Female","22974","Urban","Married","Call Center","Basic","Personal","Four-Door Car","Large","71","24","0","1659","1","1659","45"
"3511","ON90223","Washington","Associate","Employed","Male","93210","Suburban","Married","Agent","Basic","Personal","SUV","Small","107","34","6","1783","2","2365","1273"
"3512","ON91363","Washington","Associate","Employed","Male","75132","Suburban","Married","Call Center","Extended","Personal","Four-Door Car","Midsize","93","24","7","1855","3","3235","-1003"
"3513","OO11531","Nevada","Master","Employed","Female","37125","Urban","Married","Agent","Basic","Personal","Four-Door Car","Large","63","54","29","1809","3","3881","-479"
"3514","OO11998","Oregon","Master","Employed","Male","94804","Suburban","Married","Branch","Basic","Personal","SUV","Midsize","115","28","13","1606","3","3700","-480"
"3515","OO35641","Oregon","Associate","Employed","Female","78487","Urban","Divorced","Agent","Basic","Personal","SUV","Midsize","117","33","5","1991","3","4173","-312"
"3516","OO49507","Washington","Doctoral","Employed","Female","52957","Urban","Married","Branch","Basic","Personal","Sports Car","Midsize","112","48","14","1880","2","2543","2833"
"3517","OO62338","Oregon","Bachelor","Disabled","Male","16121","Suburban","Married","Web","Basic","Corporate","Four-Door Car","Small","65","29","5","1209","2","1857","28"
"3518","OO63074","California","Bachelor","Medical Leave","Female","25261","Suburban","Married","Branch","Basic","Personal","SUV","Midsize","118","52","31","1237","3","3087","3049"
"3519","OO88645","California","Associate","Employed","Female","74665","Urban","Married","Call Center","Extended","Corporate","Four-Door Car","Midsize","78","31","10","1768","2","2593","-175"
"3520","OO92815","Arizona","High School","Employed","Female","21246","Suburban","Married","Agent","Extended","Personal","Four-Door Car","Midsize","83","47","19","1214","3","2406","1495"
"3521","OO96263","Nevada","High School","Employed","Female","45893","Suburban","Married","Call Center","Extended","Personal","Two-Door Car","Midsize","97","16","3","1389","2","2099","-547"
"3522","OO97388","Oregon","Master","Employed","Female","99612","Suburban","Married","Agent","Basic","Personal","Two-Door Car","Small","70","28","14","1099","3","2617","-657"
"3523","OP26403","California","Associate","Employed","Female","32017","Suburban","Married","Branch","Basic","Personal","Four-Door Car","Small","62","23","9","893","2","1614","-188"
"3524","OP43389","California","Associate","Employed","Female","29057","Suburban","Married","Agent","Basic","Corporate","SUV","Midsize","102","51","22","1292","2","1939","3263"
"3525","OP52966","Arizona","High School","Employed","Male","44279","Suburban","Married","Agent","Basic","Personal","Two-Door Car","Small","61","51","32","1966","3","3294","-183"
"3526","OP54725","Washington","Associate","Employed","Male","53351","Suburban","Married","Branch","Premium","Personal","Four-Door Car","Small","119","32","4","1717","2","2492","1316"
"3527","OP67672","Washington","Master","Employed","Female","20290","Suburban","Married","Agent","Basic","Personal","SUV","Midsize","113","30","6","1145","3","3031","359"
"3528","OP70207","Oregon","Associate","Employed","Male","37934","Urban","Divorced","Call Center","Extended","Personal","Sports Car","Midsize","137","36","2","1644","2","2272","2660"
"3529","OP75571","Arizona","Associate","Employed","Female","40635","Suburban","Divorced","Call Center","Basic","Personal","SUV","Midsize","102","25","4","1394","2","2284","266"
"3530","OP93305","California","High School","Employed","Male","78255","Suburban","Single","Branch","Extended","Personal","Four-Door Car","Small","95","37","14","2072","2","3203","312"
"3531","OQ15169","Washington","High School","Employed","Female","37995","Suburban","Married","Branch","Extended","Corporate","SUV","Midsize","139","42","16","1048","2","1575","4263"
"3532","OQ20827","California","Associate","Employed","Male","55593","Urban","Married","Web","Basic","Corporate","Luxury Car","Midsize","182","38","10","1908","3","3490","3426"
"3533","OQ27893","Oregon","High School","Employed","Male","20510","Suburban","Married","Agent","Basic","Personal","Two-Door Car","Midsize","74","68","32","2285","3","4101","931"
"3534","OQ41280","Nevada","High School","Employed","Male","46298","Rural","Divorced","Agent","Extended","Corporate","Four-Door Car","Midsize","88","38","11","2378","2","2867","477"
"3535","OQ43721","Oregon","High School","Disabled","Female","26540","Suburban","Married","Branch","Basic","Personal","Four-Door Car","Midsize","69","36","15","1516","3","3392","-908"
"3536","OQ45659","Arizona","Associate","Employed","Female","45431","Suburban","Married","Branch","Premium","Personal","Four-Door Car","Midsize","116","44","23","922","2","1822","3282"
"3537","OQ51004","California","Bachelor","Disabled","Male","18375","Suburban","Married","Branch","Basic","Personal","Sports Car","Large","103","23","8","1367","2","2067","302"
"3538","OQ88395","California","Associate","Employed","Male","84300","Rural","Married","Branch","Basic","Corporate","SUV","Midsize","111","28","13","2045","4","4991","-1883"
"3539","OQ90898","California","Master","Employed","Male","90279","Urban","Divorced","Call Center","Basic","Personal","SUV","Midsize","115","27","7","1831","3","3995","-890"
"3540","OQ99704","Washington","Bachelor","Employed","Female","52801","Urban","Married","Branch","Basic","Personal","SUV","Small","100","55","21","2175","4","4530","970"
"3541","OR28030","California","Bachelor","Employed","Male","35095","Suburban","Divorced","Call Center","Basic","Corporate","Two-Door Car","Small","73","49","25","1599","2","2213","1364"
"3542","OR40060","Arizona","Bachelor","Employed","Male","70410","Rural","Married","Web","Extended","Personal","Four-Door Car","Midsize","83","54","25","1963","2","2782","1700"
"3543","OR40901","California","Doctoral","Employed","Male","40870","Suburban","Married","Agent","Basic","Corporate","SUV","Large","105","20","3","1543","2","2380","-280"
"3544","OR78439","Arizona","Associate","Employed","Male","62464","Urban","Married","Agent","Basic","Corporate","Sports Car","Midsize","109","45","23","1798","2","2399","2506"
"3545","OR85652","Oregon","Bachelor","Employed","Female","78294","Rural","Married","Agent","Extended","Personal","Four-Door Car","Midsize","92","26","6","1178","2","1940","452"
"3546","OS11465","Oregon","High School","Employed","Male","79153","Suburban","Married","Call Center","Basic","Special","SUV","Midsize","106","30","12","1975","3","3645","-465"
"3547","OS21957","California","High School","Employed","Female","26201","Rural","Married","Call Center","Basic","Personal","SUV","Small","112","38","4","1045","2","1542","2714"
"3548","OS39723","Oregon","Doctoral","Employed","Female","68665","Suburban","Married","Call Center","Basic","Personal","Two-Door Car","Small","69","52","33","1304","3","3418","170"
"3549","OS54451","California","Bachelor","Employed","Male","31964","Rural","Married","Web","Basic","Personal","Four-Door Car","Midsize","67","61","30","1973","3","3433","654"
"3550","OS70004","California","Associate","Employed","Male","49561","Suburban","Single","Branch","Premium","Personal","SUV","Midsize","193","28","4","2437","3","4203","1201"
"3551","OS75493","California","High School","Employed","Female","42589","Suburban","Divorced","Agent","Extended","Corporate","Four-Door Car","Midsize","98","21","8","982","2","2021","37"
"3552","OS84395","Nevada","Bachelor","Employed","Male","90252","Rural","Married","Web","Extended","Corporate","Four-Door Car","Midsize","95","14","1","1729","2","2486","-1156"
"3553","OS94884","Arizona","Bachelor","Employed","Female","52705","Rural","Married","Web","Basic","Personal","Two-Door Car","Large","64","45","14","1225","2","1930","950"
"3554","OS95734","California","Bachelor","Employed","Female","94508","Suburban","Married","Agent","Extended","Personal","Four-Door Car","Midsize","88","44","27","1125","2","2169","1703"
"3555","OS96036","Arizona","Associate","Employed","Female","63624","Urban","Married","Agent","Basic","Personal","SUV","Midsize","115","22","10","2009","2","2706","-176"
"3556","OT24208","California","Bachelor","Medical Leave","Male","14382","Suburban","Married","Agent","Basic","Personal","Four-Door Car","Midsize","66","24","8","1522","2","2460","-876"
"3557","OT36536","Oregon","Bachelor","Employed","Male","41596","Suburban","Married","Call Center","Basic","Personal","Four-Door Car","Midsize","66","33","12","2080","2","2736","-558"
"3558","OT42923","California","High School","Employed","Male","86788","Suburban","Single","Agent","Basic","Personal","Four-Door Car","Midsize","70","66","32","1378","2","2033","2587"
"3559","OT49339","Oregon","Associate","Disabled","Male","21052","Urban","Married","Call Center","Basic","Corporate","SUV","Midsize","111","37","12","1520","2","2413","1694"
"3560","OT50011","California","Master","Medical Leave","Female","23305","Rural","Married","Branch","Basic","Personal","Four-Door Car","Midsize","68","49","25","1385","2","2063","1269"
"3561","OT52034","California","Bachelor","Employed","Male","24204","Suburban","Married","Branch","Extended","Personal","Four-Door Car","Midsize","99","38","25","1675","3","2917","845"
"3562","OT53330","Arizona","Bachelor","Employed","Female","34837","Suburban","Single","Branch","Extended","Personal","SUV","Midsize","139","26","4","1133","2","1526","2088"
"3563","OT56964","California","Master","Employed","Male","46897","Urban","Married","Agent","Basic","Corporate","SUV","Midsize","118","49","13","1735","4","4045","1737"
"3564","OT66924","Oregon","Bachelor","Disabled","Female","14606","Suburban","Married","Call Center","Basic","Personal","Four-Door Car","Midsize","72","21","2","1123","2","1750","-238"
"3565","OT85112","Washington","Associate","Employed","Male","38460","Rural","Divorced","Agent","Extended","Personal","Four-Door Car","Midsize","88","40","15","1986","3","4338","-818"
"3566","OT94107","Oregon","Bachelor","Employed","Female","35551","Suburban","Single","Branch","Extended","Personal","Four-Door Car","Small","81","57","33","1195","2","1653","2964"
"3567","OU24549","Nevada","Bachelor","Employed","Male","37573","Suburban","Married","Call Center","Basic","Corporate","SUV","Midsize","112","20","3","2135","3","3397","-1157"
"3568","OU40102","Oregon","High School","Disabled","Female","22081","Suburban","Married","Agent","Extended","Special","Two-Door Car","Small","84","24","1","1281","2","2133","-117"
"3569","OU43146","Oregon","Bachelor","Employed","Male","89464","Suburban","Married","Agent","Basic","Personal","Luxury SUV","Midsize","194","41","17","1941","3","3199","4755"
"3570","OU50429","California","Bachelor","Employed","Male","36580","Suburban","Married","Agent","Basic","Personal","Four-Door Car","Small","64","45","20","1984","3","3924","-1044"
"3571","OU53351","Arizona","Associate","Employed","Male","36635","Suburban","Married","Agent","Basic","Corporate","Four-Door Car","Small","63","38","20","2091","3","3697","-1303"
"3572","OU60143","Oregon","Bachelor","Employed","Female","60021","Suburban","Married","Agent","Extended","Corporate","Four-Door Car","Small","99","48","12","1111","2","2123","2629"
"3573","OU62604","Washington","Bachelor","Employed","Female","78362","Suburban","Divorced","Agent","Basic","Personal","Four-Door Car","Small","73","38","16","1429","3","2897","-123"
"3574","OU62959","California","Bachelor","Employed","Male","95340","Urban","Married","Web","Basic","Personal","Luxury SUV","Midsize","198","38","5","1975","2","2510","5014"
"3575","OU78642","Arizona","Master","Employed","Female","81568","Urban","Married","Web","Basic","Personal","Luxury SUV","Midsize","186","19","0","1918","1","1918","1616"
"3576","OV29928","Washington","Associate","Employed","Female","67423","Urban","Married","Agent","Basic","Corporate","Four-Door Car","Midsize","65","40","24","1546","3","2884","-284"
"3577","OV40993","Nevada","Associate","Disabled","Female","17453","Suburban","Married","Branch","Basic","Personal","SUV","Small","118","43","12","1272","2","2242","2832"
"3578","OV64984","Arizona","Bachelor","Employed","Male","90892","Rural","Married","Branch","Basic","Personal","Two-Door Car","Midsize","61","14","1","1888","3","4116","-3262"
"3579","OV87950","California","Associate","Employed","Male","29242","Suburban","Married","Branch","Basic","Personal","Two-Door Car","Large","73","57","26","1280","3","3048","1113"
"3580","OW33876","Washington","Associate","Employed","Female","47918","Urban","Married","Call Center","Basic","Corporate","Two-Door Car","Midsize","62","33","2","2091","2","2982","-936"
"3581","OW68478","California","High School","Medical Leave","Male","17101","Suburban","Single","Call Center","Basic","Corporate","SUV","Midsize","113","21","1","1597","2","2125","248"
"3582","OW83209","Nevada","Bachelor","Employed","Male","30344","Urban","Divorced","Branch","Basic","Personal","SUV","Midsize","107","62","29","1863","4","5367","1267"
"3583","OW84481","Nevada","High School","Employed","Male","67837","Suburban","Married","Agent","Basic","Personal","Four-Door Car","Midsize","69","36","19","2091","2","2898","-414"
"3584","OW85480","California","Master","Medical Leave","Male","25545","Suburban","Married","Agent","Basic","Personal","Four-Door Car","Midsize","69","42","19","1891","4","4084","-1186"
"3585","OW97322","Oregon","Bachelor","Employed","Male","28013","Suburban","Married","Branch","Premium","Personal","Luxury Car","Small","266","58","25","2403","2","2863","12565"
"3586","OX21474","California","High School","Employed","Male","88867","Suburban","Single","Web","Basic","Personal","Four-Door Car","Midsize","69","42","6","1744","3","3098","-200"
"3587","OX28638","Arizona","High School","Employed","Male","37839","Suburban","Married","Branch","Extended","Personal","Two-Door Car","Midsize","86","63","35","2273","2","3048","2370"
"3588","OX35378","Oregon","Bachelor","Employed","Male","36706","Suburban","Married","Agent","Extended","Personal","Four-Door Car","Midsize","80","33","19","1839","2","2674","-34"
"3589","OX36896","California","High School","Employed","Male","92983","Rural","Married","Agent","Extended","Corporate","Four-Door Car","Midsize","87","26","9","2289","3","4411","-2149"
"3590","OX53879","Arizona","Bachelor","Employed","Male","92427","Rural","Married","Call Center","Basic","Personal","Four-Door Car","Large","64","24","2","1945","2","2758","-1222"
"3591","OX59701","California","High School","Employed","Male","21006","Suburban","Married","Branch","Extended","Personal","SUV","Midsize","139","46","14","1682","2","2376","4018"
"3592","OX61728","California","High School","Employed","Female","40252","Suburban","Divorced","Agent","Basic","Personal","Sports Car","Midsize","104","48","12","1366","2","1713","3279"
"3593","OX62816","Washington","Master","Employed","Male","30376","Suburban","Single","Web","Basic","Personal","Four-Door Car","Small","66","42","26","1609","2","2318","454"
"3594","OX75108","Arizona","Master","Employed","Female","44305","Urban","Married","Call Center","Basic","Personal","Four-Door Car","Midsize","67","63","33","1833","2","2722","1499"
"3595","OX87524","California","Master","Employed","Female","90349","Suburban","Divorced","Branch","Basic","Personal","Four-Door Car","Midsize","64","46","31","1102","3","3274","-330"
"3596","OY20177","Oregon","High School","Employed","Male","52707","Suburban","Married","Branch","Extended","Corporate","Four-Door Car","Midsize","90","69","33","1499","2","2259","3951"
"3597","OY34553","Nevada","Bachelor","Employed","Female","60221","Urban","Married","Agent","Basic","Personal","Four-Door Car","Midsize","67","32","3","1787","2","2547","-403"
"3598","OY38576","Oregon","High School","Employed","Female","71416","Suburban","Divorced","Agent","Basic","Corporate","SUV","Midsize","116","42","10","1359","2","2539","2333"
"3599","OY47486","California","Associate","Employed","Male","71960","Rural","Single","Call Center","Basic","Personal","Two-Door Car","Midsize","67","33","12","1554","4","3624","-1413"
"3600","OY68395","Oregon","High School","Employed","Female","40740","Suburban","Single","Web","Basic","Personal","Luxury SUV","Large","198","55","19","1698","3","3192","7698"
"3601","OY70124","Washington","Bachelor","Employed","Female","73054","Urban","Married","Branch","Basic","Personal","SUV","Midsize","106","59","34","2124","2","2566","3688"
"3602","OY88200","Nevada","Associate","Medical Leave","Female","22664","Suburban","Divorced","Agent","Basic","Personal","Two-Door Car","Small","73","18","0","1223","1","1223","91"
"3603","OY92520","California","Bachelor","Medical Leave","Female","12075","Suburban","Married","Branch","Extended","Personal","Four-Door Car","Midsize","94","44","16","1126","2","2187","1949"
"3604","OY94707","California","Associate","Employed","Male","58297","Suburban","Married","Agent","Extended","Special","Four-Door Car","Small","97","35","19","2382","3","4204","-809"
"3605","OY95739","Nevada","High School","Medical Leave","Male","17101","Suburban","Single","Call Center","Basic","Corporate","SUV","Midsize","113","27","1","2083","3","3735","-684"
"3606","OY96856","Oregon","Bachelor","Employed","Male","71391","Urban","Married","Agent","Basic","Personal","Four-Door Car","Midsize","67","60","29","1603","3","3063","957"
"3607","OZ30867","Oregon","High School","Employed","Female","33397","Suburban","Married","Call Center","Basic","Personal","SUV","Midsize","106","60","31","1550","2","2478","3882"
"3608","OZ62735","Arizona","Bachelor","Employed","Male","69161","Urban","Married","Agent","Extended","Personal","Sports Car","Midsize","129","51","24","1832","3","3626","2953"
"3609","OZ64384","Oregon","Bachelor","Employed","Female","79090","Urban","Married","Branch","Basic","Personal","SUV","Midsize","107","17","2","1864","3","3988","-2169"
"3610","OZ86942","California","Bachelor","Employed","Female","52443","Suburban","Married","Agent","Basic","Corporate","Four-Door Car","Midsize","73","31","0","989","1","989","1274"
"3611","OZ89964","California","High School","Employed","Male","35979","Suburban","Single","Call Center","Basic","Personal","Sports Car","Small","116","52","34","2172","3","4288","1744"
"3612","OZ92426","Oregon","Associate","Employed","Male","46264","Urban","Single","Branch","Basic","Corporate","Four-Door Car","Midsize","62","52","17","1618","2","2299","925"
"3613","OZ97704","California","High School","Employed","Female","84311","Suburban","Single","Call Center","Basic","Personal","SUV","Small","111","36","11","1123","2","1841","2155"
"3614","PA15141","California","High School","Employed","Female","43221","Urban","Married","Branch","Extended","Special","Four-Door Car","Large","87","61","33","1766","2","2380","2927"
"3615","PA16884","California","Bachelor","Employed","Female","69379","Suburban","Single","Branch","Premium","Personal","Two-Door Car","Midsize","103","34","14","1225","2","2169","1333"
"3616","PA18731","Oregon","Associate","Employed","Female","46855","Urban","Married","Branch","Basic","Personal","SUV","Small","119","37","13","1642","3","3914","489"
"3617","PA19547","Washington","High School","Employed","Male","54194","Rural","Married","Agent","Basic","Personal","SUV","Midsize","119","27","9","1536","4","4875","-1662"
"3618","PA20570","California","Bachelor","Employed","Male","84146","Suburban","Married","Agent","Extended","Personal","Four-Door Car","Midsize","82","27","0","1808","1","1808","406"
"3619","PA28328","California","Associate","Employed","Female","93272","Urban","Married","Branch","Extended","Corporate","Four-Door Car","Midsize","95","18","3","1825","2","2157","-447"
"3620","PA48777","Washington","High School","Medical Leave","Female","25965","Suburban","Divorced","Agent","Basic","Personal","Four-Door Car","Midsize","65","41","23","1100","2","1829","836"
"3621","PA75237","Nevada","Doctoral","Employed","Male","58883","Suburban","Married","Branch","Basic","Corporate","Two-Door Car","Midsize","62","24","1","1833","4","4443","-2955"
"3622","PA80607","Oregon","High School","Employed","Male","85483","Urban","Married","Agent","Basic","Personal","Two-Door Car","Midsize","67","28","8","1523","3","2957","-1081"
"3623","PA95799","Arizona","Associate","Medical Leave","Male","19581","Suburban","Married","Call Center","Basic","Personal","Four-Door Car","Midsize","61","65","32","1710","3","3346","619"
"3624","PB16956","Oregon","Associate","Employed","Female","51001","Urban","Married","Agent","Extended","Personal","Four-Door Car","Midsize","99","40","13","1894","3","3610","350"
"3625","PB21909","Oregon","Bachelor","Employed","Male","55632","Urban","Single","Agent","Extended","Personal","SUV","Midsize","123","59","35","2019","2","2832","4425"
"3626","PB39857","California","Master","Employed","Male","72433","Urban","Married","Agent","Extended","Personal","SUV","Large","126","56","34","1557","2","2356","4700"
"3627","PB41497","Oregon","High School","Employed","Male","81763","Suburban","Married","Branch","Basic","Personal","Two-Door Car","Small","72","38","22","2030","4","4670","-1934"
"3628","PB43222","Washington","Doctoral","Employed","Male","73759","Suburban","Married","Agent","Premium","Personal","Four-Door Car","Small","114","36","2","1307","2","2243","1861"
